ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
2623;2524;Mobile Application Development;51;21;Software Development;18/02/2020;-6;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
2624;2525;Mobile Application Development;77;14;Software Development;29/02/2020;4;Non-expert, problem unsolved;JW1;Maria Sousa;Junior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2625;2526;Mobile Application Development;71;60;Software Development;12/04/2020;6;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Portugal
2626;2527;Mobile Application Development;23;50;Software Development;29/04/2020;9;High Quality Work;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2627;2528;Mobile Application Development;80;18;Software Development;17/01/2020;4;Non-expert, problem unsolved;MA1;John Wayne;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
2628;2529;Mobile Application Development;31;24;Software Development;29/01/2020;-7;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
2629;2530;Mobile Application Development;24;53;Software Development;29/03/2020;6;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2630;2531;Mobile Application Development;85;46;Software Development;13/05/2020;1;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;USA
2631;2532;Mobile Application Development;75;48;Software Development;27/05/2020;-2;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2632;2533;Mobile Application Development;47;30;Software Development;25/02/2020;-5;High Quality Work;MS3;Marion Antoine;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
2633;2534;Mobile Application Development;29;42;Network Administration;24/02/2020;-7;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2634;2535;Mobile Application Development;37;22;Network Administration;29/01/2020;7;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
2635;2536;Mobile Application Development;73;43;Software Development;27/01/2020;5;High Quality Work;MS3;Maria Sousa;Senior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;USA
2636;2537;Mobile Application Development;68;23;Network Administration;29/04/2020;-7;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2637;2538;Mobile Application Development;88;34;Software Development;27/03/2020;3;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2638;2539;Mobile Application Development;75;30;Network Administration;12/04/2020;-10;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
2639;2540;Mobile Application Development;37;51;Software Development;22/01/2020;-2;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
2640;2541;Mobile Application Development;46;12;Software Development;12/05/2020;-2;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;jw@gmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2641;2542;Mobile Application Development;59;17;Software Development;12/04/2020;7;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
2642;2543;Mobile Application Development;41;48;Software Development;26/03/2020;6;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2643;2544;Mobile Application Development;91;17;Software Development;01/02/2020;-4;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
2644;2545;Mobile Application Development;45;59;Network Administration;07/01/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
2645;2546;Mobile Application Development;27;11;Network Administration;24/03/2020;-8;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2646;2547;Mobile Application Development;22;45;Software Development;04/01/2020;-9;High Quality Work;JW1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2647;2548;Mobile Application Development;20;42;Software Development;17/04/2020;10;High Quality Work;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2648;2549;Mobile Application Development;50;34;Software Development;05/04/2020;-4;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;USA
2649;2550;Mobile Application Development;48;32;Network Administration;20/01/2020;-3;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;jw@gmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2650;2551;Mobile Application Development;62;26;Software Development;06/01/2020;6;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2651;2552;Mobile Application Development;80;15;Software Development;12/04/2020;-5;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
2652;2553;Mobile Application Development;79;40;Software Development;07/02/2020;10;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2653;2554;Mobile Application Development;48;12;Software Development;21/03/2020;9;Non-expert, problem unsolved;MA1;John Wayne;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2654;2555;Mobile Application Development;50;25;Software Development;20/02/2020;8;High Quality Work;MS3;John Wayne;Junior;jw@gmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2655;2556;Mobile Application Development;28;45;Software Development;27/02/2020;5;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;Luxembourg
2656;2557;Mobile Application Development;92;12;Software Development;27/03/2020;9;Non-expert, problem unsolved;MS3;John Wayne;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;USA
2657;2558;Mobile Application Development;75;30;Network Administration;03/03/2020;-3;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;USA
2658;2559;Mobile Application Development;48;25;Software Development;18/05/2020;-5;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Portugal
2659;2560;Mobile Application Development;69;43;Software Development;10/03/2020;1;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;US120010001234567891;Street 92, 90, New York;Luxembourg
2660;2561;Mobile Application Development;77;39;Software Development;06/03/2020;2;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2661;2562;Mobile Application Development;98;13;Software Development;23/03/2020;7;High Quality Work;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;USA
2662;2563;Mobile Application Development;81;49;Software Development;10/02/2020;8;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Portugal
2663;2564;Mobile Application Development;74;53;Network Administration;06/05/2020;2;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
2664;2565;Mobile Application Development;30;58;Software Development;04/05/2020;1;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2665;2566;Mobile Application Development;64;32;Software Development;25/01/2020;6;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2666;2567;Mobile Application Development;58;42;Software Development;08/03/2020;-3;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
2667;2568;Mobile Application Development;92;59;Software Development;10/02/2020;-8;Non-expert, problem unsolved;JW1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2668;2569;Mobile Application Development;82;56;Software Development;21/03/2020;2;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2669;2570;Mobile Application Development;73;57;Software Development;10/04/2020;1;High Quality Work;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
2670;2571;Mobile Application Development;22;51;Software Development;14/02/2020;0;High Quality Work;MA1;Maria Sousa;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
2671;2572;Mobile Application Development;89;44;Software Development;27/04/2020;0;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
2672;2573;Mobile Application Development;83;32;Software Development;08/04/2020;3;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;Portugal
2673;2574;Mobile Application Development;29;26;Software Development;05/05/2020;-10;High Quality Work;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Street 92, 90, New York;Luxembourg
2674;2575;Mobile Application Development;78;50;Network Administration;15/02/2020;6;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2675;2576;Mobile Application Development;22;28;Software Development;08/01/2020;7;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
2676;2577;Mobile Application Development;53;58;Network Administration;02/04/2020;5;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2677;2578;Mobile Application Development;82;10;Software Development;29/01/2020;1;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
2678;2579;Mobile Application Development;73;27;Software Development;30/03/2020;-10;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Luxembourg
2679;2580;Mobile Application Development;60;42;Software Development;05/02/2020;0;High Quality Work;MA1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
2680;2581;Mobile Application Development;29;35;Software Development;14/01/2020;5;High Quality Work;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
2681;2582;Mobile Application Development;44;51;Network Administration;22/01/2020;-3;High Quality Work;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2682;2583;Mobile Application Development;57;20;Software Development;14/03/2020;9;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2683;2584;Mobile Application Development;88;13;Network Administration;12/01/2020;-9;High Quality Work;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2684;2585;Mobile Application Development;78;19;Network Administration;22/01/2020;-3;Non-expert, problem unsolved;MA1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2685;2586;Mobile Application Development;26;32;Software Development;16/05/2020;0;High Quality Work;MA1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2686;2587;Mobile Application Development;65;57;Software Development;01/05/2020;3;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2687;2588;Mobile Application Development;96;46;Software Development;16/01/2020;-5;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2688;2589;Mobile Application Development;73;36;Software Development;20/02/2020;9;Non-expert, problem unsolved;MA1;John Wayne;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
2689;2590;Mobile Application Development;55;51;Network Administration;03/05/2020;5;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2690;2591;Mobile Application Development;25;56;Software Development;12/03/2020;9;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2691;2592;Mobile Application Development;77;47;Software Development;23/05/2020;3;Non-expert, problem unsolved;JW1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2692;2593;Mobile Application Development;64;49;Software Development;07/02/2020;-5;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Luxembourg
2693;2594;Mobile Application Development;29;34;Software Development;12/01/2020;-10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
2694;2595;Mobile Application Development;66;15;Network Administration;21/03/2020;-6;High Quality Work;JW1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2695;2596;Mobile Application Development;50;42;Network Administration;10/05/2020;1;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
2696;2597;Mobile Application Development;59;29;Software Development;06/02/2020;7;High Quality Work;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;USA
2697;2598;Mobile Application Development;53;22;Software Development;23/01/2020;8;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Street 92, 90, New York;USA
2698;2599;Mobile Application Development;75;13;Software Development;10/05/2020;-1;Non-expert, problem unsolved;JW1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Street 92, 90, New York;Portugal
2699;2600;Mobile Application Development;20;28;Software Development;21/05/2020;-2;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2700;2601;Mobile Application Development;71;12;Software Development;23/02/2020;-8;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
2701;2602;Mobile Application Development;73;57;Software Development;20/04/2020;1;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
2702;2603;Mobile Application Development;55;53;Software Development;18/04/2020;-1;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2703;2604;Mobile Application Development;34;14;Network Administration;17/02/2020;6;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2704;2605;Mobile Application Development;81;11;Software Development;26/04/2020;-7;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2705;2606;Mobile Application Development;25;35;Software Development;21/02/2020;-5;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;USA
2706;2607;Mobile Application Development;81;20;Software Development;06/01/2020;-8;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;USA
2707;2608;Mobile Application Development;68;43;Software Development;27/01/2020;-10;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;USA
2708;2609;Mobile Application Development;41;54;Software Development;12/04/2020;10;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2709;2610;Mobile Application Development;76;48;Software Development;19/04/2020;-2;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2710;2611;Mobile Application Development;43;23;Network Administration;27/03/2020;-6;Non-expert, problem unsolved;MS3;Maria Sousa;Junior;Marion190@hotmail.com;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
2711;2612;Mobile Application Development;75;17;Software Development;29/03/2020;-2;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2712;2613;Mobile Application Development;95;56;Network Administration;28/01/2020;6;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;USA
2713;2614;Mobile Application Development;54;19;Software Development;19/04/2020;-2;High Quality Work;MS3;Maria Sousa;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2714;2615;Mobile Application Development;100;33;Software Development;21/05/2020;5;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;Portugal
2715;2616;Mobile Application Development;100;54;Network Administration;26/05/2020;9;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
2716;2617;Mobile Application Development;98;29;Network Administration;23/05/2020;4;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;USA
2717;2618;Mobile Application Development;62;23;Network Administration;12/04/2020;-10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
2718;2619;Mobile Application Development;100;37;Software Development;07/01/2020;2;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Junior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;USA
2719;2620;Mobile Application Development;85;31;Software Development;07/03/2020;-6;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2720;2621;Mobile Application Development;29;21;Software Development;12/04/2020;1;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
2721;2622;Mobile Application Development;59;43;Network Administration;30/03/2020;4;High Quality Work;JW1;Marion Antoine;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2722;2623;Mobile Application Development;59;37;Software Development;09/05/2020;8;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;USA
2723;2624;Mobile Application Development;72;60;Software Development;17/03/2020;9;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;USA
2724;2625;Mobile Application Development;57;12;Network Administration;23/04/2020;-9;Non-expert, problem unsolved;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;USA
2725;2626;Mobile Application Development;93;21;Network Administration;15/01/2020;8;Non-expert, problem unsolved;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2726;2627;Mobile Application Development;56;49;Network Administration;21/04/2020;5;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2727;2628;Mobile Application Development;65;48;Software Development;28/01/2020;4;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2728;2629;Mobile Application Development;77;59;Software Development;28/01/2020;1;High Quality Work;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2729;2630;Mobile Application Development;21;10;Software Development;30/01/2020;-5;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2730;2631;Mobile Application Development;35;50;Software Development;17/02/2020;0;High Quality Work;MS3;Marion Antoine;Junior;jw@gmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Portugal
2731;2632;Mobile Application Development;74;56;Software Development;06/05/2020;9;High Quality Work;JW1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Luxembourg
2732;2633;Mobile Application Development;50;56;Network Administration;11/02/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2733;2634;Mobile Application Development;79;27;Software Development;21/03/2020;10;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2734;2635;Mobile Application Development;57;27;Software Development;26/05/2020;-9;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
2735;2636;Mobile Application Development;41;46;Network Administration;05/04/2020;5;Non-expert, problem unsolved;JW1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2736;2637;Mobile Application Development;62;48;Software Development;07/03/2020;6;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2737;2638;Mobile Application Development;60;20;Software Development;16/02/2020;-4;High Quality Work;JW1;John Wayne;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2738;2639;Mobile Application Development;32;41;Software Development;12/02/2020;2;High Quality Work;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2739;2640;Mobile Application Development;50;50;Network Administration;10/04/2020;0;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2740;2641;Mobile Application Development;29;31;Software Development;02/01/2020;-7;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2741;2642;Mobile Application Development;88;51;Software Development;25/05/2020;-8;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
2742;2643;Mobile Application Development;69;28;Software Development;05/05/2020;-1;Non-expert, problem unsolved;MS3;John Wayne;Senior;jw@gmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2743;2644;Mobile Application Development;81;42;Software Development;14/05/2020;-4;High Quality Work;MS3;Maria Sousa;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Boulevard Royal, 100;USA
2744;2645;Mobile Application Development;90;59;Network Administration;09/01/2020;-10;High Quality Work;MA1;John Wayne;Junior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
2745;2646;Mobile Application Development;77;43;Network Administration;01/03/2020;8;Non-expert, problem unsolved;JW1;Maria Sousa;Junior;jw@gmail.com;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
2746;2647;Mobile Application Development;35;18;Software Development;15/02/2020;-10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;Portugal
2747;2648;Mobile Application Development;64;45;Network Administration;18/03/2020;-5;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
